,PDB,DUD-e,Split
11212,1t7f,True,train
11213,1t7r,True,train
11214,1t79,True,train
11215,3l3x,True,val
11216,1z95,True,train
11217,5jjm,True,train
11218,2ax6,True,train
11219,2oz7,True,train
11220,2ama,True,train
11221,3v49,True,train
11222,3b68,True,train
11223,2am9,True,train
11224,5v8q,True,train
11225,2ihq,True,train
11226,3b66,True,train
11227,2nw4,True,train
11228,5cj6,True,train
11229,3b5r,True,train
11230,2hvc,True,train
11231,3b67,True,train
11232,1e3g,True,train
11233,5t8j,True,train
11234,5t8e,True,train
11235,4ql8,True,train
11236,3b65,True,train
11237,2ao6,True,train
11238,1xow,True,train
11239,2ax9,True,train
11240,3g0w,True,val
11241,1i37,True,train
11242,5ko1,False,train
11243,5knj,False,train
11244,1i2s,True,train
11245,3b3x,True,train
11246,1iup,False,val
11247,2go4,False,train
11248,1xxe,False,train
11249,2o3z,False,train
11250,3p76,False,train
11251,5dro,False,train
11252,4n5d,False,train
11253,4nbk,False,train
11254,4nbn,False,train
11255,4ejf,False,train
11256,4n6g,False,train
11257,4n7j,False,val
11258,4n7m,False,train
11259,4hva,False,train
11260,4nbl,False,train
11261,5awt,False,train
11262,5awu,False,train
11263,1nax,True,train
11264,3jzc,True,train
11265,1y0x,True,train
11266,1r6g,True,train
11267,1q4x,True,train
11268,3imy,True,train
11269,3gws,True,train
11270,1xzx,True,train
11271,1nq0,True,train
11272,1n46,True,train
11273,2j4a,True,train
11274,2c2l,False,train
11275,6efk,False,test
11276,6nsv,False,test
11277,3juk,False,train
11278,3lcu,False,train
11279,3lcv,False,train
11280,3ml5,False,val
11281,3mdz,False,train
11282,3khv,True,train
11283,3mhw,True,train
11284,3kgp,True,train
11285,6nmb,True,removed
11286,5z1c,True,train
11287,2vin,False,train
11288,3kid,True,val
11289,5wxp,False,train
11290,4h42,True,train
11291,5wxo,False,train
11292,1f5k,True,train
11293,1c5z,True,train
11294,1c5y,True,train
11295,4x1p,True,train
11296,2vio,False,train
11297,2r2w,True,train
11298,5wxf,False,train
11299,1gi7,True,train
11300,4os7,True,train
11301,4os5,True,train
11302,4mnx,False,train
11303,4os4,True,train
11304,4mnv,False,train
11305,1fv9,True,train
11306,1gi8,True,train
11307,4gly,True,train
11308,5xg4,True,train
11309,1o5c,True,train
11310,1gi9,True,train
11311,1gjd,True,train
11312,1f5l,True,train
11313,2vip,False,train
11314,4x1q,False,train
11315,1gja,True,train
11316,4os1,True,train
11317,1ejn,True,val
11318,4mny,False,train
11319,4mnw,False,train
11320,1o5b,True,train
11321,5za7,False,train
11322,1u6q,True,val
11323,2viq,False,train
11324,1f92,True,train
11325,1owe,True,train
11326,1sqt,True,train
11327,2viv,False,train
11328,5za8,False,train
11329,2nwn,True,train
11330,1gjb,True,train
11331,1gjc,True,train
11332,4x1r,False,val
11333,4x1n,False,val
11334,1o5a,True,train
11335,4os6,True,train
11336,4zhl,True,train
11337,1o3p,True,train
11338,1c5x,True,train
11339,4os2,True,train
11340,5za9,False,val
11341,5zaf,False,train
11342,3qn7,True,train
11343,5zae,False,train
11344,4x1s,False,train
11345,1gj8,True,train
11346,5zag,False,train
11347,5zc5,False,train
11348,2viw,False,train
11349,4jk6,True,val
11350,5zah,False,train
11351,1owj,True,train
11352,5zaj,False,train
11353,1owh,True,train
11354,1sc8,True,train
11355,1sqo,True,val
11356,1w10,True,train
11357,4jk5,True,train
11358,1owi,True,train
11359,1vj9,True,train
11360,3ig6,True,train
11361,1owk,True,train
11362,1w0z,True,train
11363,1vja,True,train
11364,1w12,True,train
11365,1gj7,True,train
11366,2vnt,True,train
11367,4zhm,True,train
11368,1owd,True,train
11369,1w11,True,train
11370,1w14,True,train
11371,1w13,True,train
11372,1sqa,True,val
11373,3h52,False,train
11374,1nhz,False,train
11375,4p6x,False,train
11376,1p93,False,val
11377,3k22,False,train
11378,3k23,False,train
11379,4csj,False,train
11380,4p6w,False,train
11381,4lsj,False,train
11382,1s4d,False,train
11383,4csy,False,val
11384,4c16,False,train
11385,6fzu,False,train
11386,6g07,False,train
11387,4ymq,False,train
11388,5vb6,False,train
11389,6j1l,False,removed
11390,5vb5,False,train
11391,5ejv,False,train
11392,5vb7,False,train
11393,6cn5,False,train
11394,6cn6,False,train
11395,5nu1,False,train
11396,5ntw,False,train
11397,5gwa,True,removed
11398,5x5g,True,train
11399,5jzn,False,train
11400,6qat,False,removed
11401,6qau,False,removed
11402,6qav,False,removed
11403,1bjr,False,train
11404,1exw,False,train
11405,4o3a,False,train
11406,4o3c,False,train
11407,4u4s,False,val
11408,3h06,False,train
11409,4isu,False,train
11410,3h03,False,train
11411,4gxs,False,train
11412,1ftk,False,train
11413,1p1q,False,train
11414,1n0t,False,train
11415,4u4x,False,train
11416,1m5d,False,train
11417,5fhm,False,train
11418,3bki,False,train
11419,3tdj,False,train
11420,1mqj,False,train
11421,1mxu,False,train
11422,1my3,False,train
11423,5cbs,False,train
11424,1fw0,False,train
11425,1syi,False,train
11426,1nnk,False,train
11427,3tza,False,train
11428,6q60,False,removed
11429,5cbr,False,val
11430,1p1o,False,train
11431,5fhn,False,train
11432,1ftl,False,train
11433,4o3b,False,train
11434,1ftj,False,train
11435,2p2a,False,train
11436,1xhy,False,train
11437,3pd9,False,train
11438,3bfu,False,train
11439,1mqg,False,train
11440,1m5c,False,train
11441,2cmo,False,train
11442,1syh,False,train
11443,3pd8,False,train
11444,4n07,False,train
11445,6q54,False,removed
11446,3bft,False,train
11447,1mqh,False,train
11448,2i3v,False,train
11449,5fho,False,train
11450,5ng9,False,train
11451,1wvj,False,train
11452,1ms7,False,train
11453,1mqd,False,train
11454,4x48,False,train
11455,5elv,False,train
11456,1p1n,False,train
11457,5nih,False,train
11458,1my4,False,train
11459,5zg0,False,removed
11460,5zg3,False,removed
11461,3rtf,False,train
11462,1ftm,False,train
11463,1mqi,False,train
11464,1mm6,False,train
11465,1mm7,False,train
11466,1m5e,False,train
11467,5zg1,False,removed
11468,1my2,False,val
11469,1m5f,False,train
11470,3ua8,False,train
11471,4g8m,False,train
11472,4igt,False,val
11473,1m5b,False,train
11474,2al5,False,train
11475,2xnn,False,train
11476,5m51,False,train
11477,2xk4,False,train
11478,5m57,False,train
11479,2xke,False,train
11480,2xkc,False,train
11481,2xk8,False,train
11482,2xkd,False,train
11483,2xk3,False,train
11484,2xk6,False,train
11485,2xk7,False,train
11486,2xno,False,train
11487,2xkf,False,val
11488,5m53,False,train
11489,2xnp,False,train
11490,5m55,False,train
11491,2xnm,False,train
11492,4afe,False,train
11493,4a4x,False,train
11494,3g3m,False,train
11495,3mi2,False,removed
11496,4lj3,False,removed
11497,4pdk,False,train
11498,5cjf,False,train
11499,5jq9,False,train
11500,6ey7,False,train
11501,6maj,False,removed
11502,4f39,False,train
11503,3rt8,False,train
11504,3dln,False,train
11505,3rt6,False,train
11506,3dp4,False,train
11507,4omk,False,train
11508,4omj,False,train
11509,4yur,False,train
11510,5kva,False,train
11511,6qw7,True,removed
11512,5ne3,True,removed
11513,5ne1,True,train
11514,5wlg,False,val
11515,4iho,False,train
11516,1juf,False,train
11517,1inq,False,val
11518,6pfj,False,removed
11519,3evf,False,val
11520,3evc,False,removed
11521,3evd,False,removed
11522,4fil,False,train
11523,4b8y,False,train
11524,4zki,False,removed
11525,4u7o,False,train
11526,6giu,False,train
11527,5zni,True,removed
11528,2or9,False,train
11529,5znc,True,removed
11530,6aqs,True,train
11531,1q1g,False,train
11532,1nw4,False,train
11533,3eqr,False,val
11534,4ewh,False,train
11535,3rwf,False,train
11536,3rwi,False,train
11537,3rwe,False,train
11538,3rwh,False,train
11539,3rwd,False,train
11540,3rwc,False,train
11541,3rwg,False,train
11542,4guj,False,train
11543,4gui,False,train
11544,4iuo,False,train
11545,5z95,False,train
11546,5z89,False,train
11547,6e5b,False,removed
11548,3mam,False,train
11549,1sw2,False,train
11550,1sw1,False,train
11551,3gwx,False,train
11552,3dy6,False,train
11553,5xmx,False,train
11554,3peq,False,train
11555,3gz9,False,train
11556,3tkm,False,train
11557,5zxi,False,removed
11558,3kjn,False,val
11559,3kjq,False,train
11560,4jj7,False,train
11561,4ps1,False,train
11562,1qtn,False,train
11563,1f9e,False,train
11564,5dnu,False,train
11565,3bb1,False,removed
11566,3ftq,False,removed
11567,4keq,False,train
11568,5ey0,False,removed
11569,5yz7,False,train
11570,6ap8,False,train
11571,5dj5,False,train
11572,6abk,False,removed
11573,6aao,False,removed
11574,6aaq,False,removed
11575,6aan,False,removed
11576,6aad,False,removed
11577,6h38,False,train
11578,6h37,False,train
11579,6h36,False,train
11580,1drv,False,train
11581,1w80,False,train
11582,3hs8,False,train
11583,6cyi,False,removed
11584,6d1x,False,val
11585,4nh9,False,train
11586,6d28,False,train
11587,6oin,False,test
11588,6oio,False,test
11589,6oiq,False,test
11590,6oip,False,test
11591,6oir,False,test
11592,2i2b,False,train
11593,5dhp,False,train
11594,4dy6,False,train
11595,5dhr,False,val
11596,2i2c,False,train
11597,5dhs,False,train
11598,5dhq,False,val
11599,5dht,False,train
11600,5dhu,False,train
11601,2pvu,False,train
11602,2q2c,False,train
11603,2q2a,False,train
11604,3daj,False,val
11605,3d14,False,train
11606,3o75,False,train
11607,4csd,False,removed
11608,2bt9,False,removed
11609,6d1k,False,removed
11610,6efj,False,removed
11611,6d1h,False,removed
11612,6ovz,True,test
11613,6d1b,False,removed
11614,5a5z,False,train
11615,6d1i,False,removed
11616,6mdu,False,removed
11617,6d1j,False,removed
11618,6d1a,False,removed
11619,4exs,False,train
11620,6d1d,False,removed
11621,6d1g,False,removed
11622,6ibs,False,removed
11623,6ibv,False,removed
11624,6q2y,False,removed
11625,6q30,False,removed
11626,6rmf,False,removed
11627,4gki,False,train
11628,4gkh,False,train
11629,4few,False,val
11630,4fev,False,train
11631,4x11,False,train
11632,4x14,False,train
11633,4x0z,False,train
11634,4x13,False,train
11635,5vrl,False,train
11636,5xbt,False,removed
11637,6mxb,False,removed
11638,6ar9,False,removed
11639,6mxd,False,removed
11640,6mxc,False,removed
11641,6aqo,False,removed
11642,6e49,False,train
11643,1drk,False,train
11644,2dri,False,train
11645,1drj,False,train
11646,2v2v,False,train
11647,2v2q,False,train
11648,2yb0,False,train
11649,2yaz,False,train
11650,2yay,False,train
11651,3dtc,False,train
11652,3e16,False,train
11653,3e0p,False,train
11654,4bup,False,train
11655,5cpr,False,train
11656,4k8o,False,train
11657,4mgd,True,removed
11658,4mg5,True,train
11659,4mgb,True,train
11660,4mg6,True,train
11661,4mg9,True,train
11662,4mga,True,train
11663,5dxg,True,train
11664,6pit,True,removed
11665,4dma,True,train
11666,5fqv,False,train
11667,5dxb,True,train
11668,1g50,True,val
11669,4mgc,True,train
11670,4mg7,True,train
11671,5dxe,True,train
11672,5wgq,True,train
11673,4mg8,True,train
11674,1gwr,True,train
11675,5fqt,False,train
11676,5gs4,True,train
11677,5wgd,True,train
11678,1gwq,True,train
11679,5gtr,True,train
11680,1xqc,True,train
11681,5fqs,True,train
11682,5hyr,True,train
11683,5dx3,True,train
11684,5fqr,True,train
11685,1pcg,True,train
11686,6iar,True,removed
11687,1uom,True,train
11688,5fqp,False,train
11689,5t97,True,train
11690,5t92,True,train
11691,2qe4,True,train
11692,2q70,True,train
11693,2iog,True,train
11694,1err,True,train
11695,6c42,True,train
11696,2i0j,False,train
11697,1xpc,True,train
11698,1xp9,True,train
11699,2iok,True,train
11700,1qkt,True,val
11701,6sq0,True,removed
11702,1sj0,True,train
11703,2ayr,True,train
11704,1xp1,True,train
11705,2r6w,True,train
11706,1xp6,True,train
11707,6suo,True,removed
11708,2r6y,True,train
11709,2pog,True,train
11710,1qku,True,val
11711,3ert,False,train
11712,1a52,True,val
11713,2gfj,False,train
11714,5dpx,False,train
11715,2gfk,False,train
11716,2fu8,False,train
11717,2hb9,False,train
11718,5evk,False,train
11719,5evd,False,val
11720,5evb,False,train
11721,2qdt,False,train
11722,5hh5,False,train
11723,5hh6,False,train
11724,6bhv,True,train
11725,6nrg,True,test
11726,6nrh,True,test
11727,6nrj,True,test
11728,6nri,True,test
11729,6nrf,True,test
11730,6f4n,False,removed
11731,3i4y,False,train
11732,3i51,False,train
11733,4xtw,False,train
11734,4xu0,False,train
11735,4xty,False,train
11736,4xu2,False,train
11737,4xtv,False,train
11738,3rux,False,train
11739,4xu1,False,train
11740,4xu3,False,val
11741,4xtz,False,train
11742,4xtx,False,train
11743,4jym,False,train
11744,5fjx,False,train
11745,5fjw,False,train
11746,5yco,False,train
11747,5iy4,False,train
11748,5mlw,False,train
11749,6qcg,False,removed
11750,5mlo,False,train
11751,5mav,False,train
11752,3wgw,False,train
11753,1vyj,False,train
11754,6qc0,False,removed
11755,5wbf,False,val
11756,6q35,True,removed
11757,3kl8,False,train
11758,4bnt,False,train
11759,4bo9,False,train
11760,4bo3,False,train
11761,4bnz,False,train
11762,4bo0,False,train
11763,4bo6,False,train
11764,4bo4,False,val
11765,4bo8,False,train
11766,4bo7,False,train
11767,4bny,False,train
11768,4bo5,False,train
11769,4bo1,False,train
11770,4bo2,False,train
11771,4bnv,False,train
11772,4bnx,False,train
11773,4bnu,False,train
11774,5l9o,False,train
11775,5lom,False,train
11776,5wyq,False,train
11777,6afk,False,removed
11778,5zhm,False,removed
11779,6jki,False,removed
11780,5wyr,False,train
11781,6joe,False,removed
11782,5zhn,False,removed
11783,6ap7,False,train
11784,6ap6,False,train
11785,6d8v,False,removed
11786,1i80,True,train
11787,1n3i,True,val
11788,1g2o,True,train
11789,4j26,False,train
11790,4j24,False,train
11791,1zaf,False,train
11792,1x78,False,train
11793,1u9e,False,train
11794,2nv7,False,train
11795,1u3r,False,train
11796,1x7b,False,val
11797,1u3q,False,train
11798,1yye,False,train
11799,1yy4,False,train
11800,1x76,False,train
11801,2giu,False,val
11802,1u3s,False,val
11803,2b4m,False,train
11804,3chg,False,train
11805,5nxx,False,train
11806,2b4l,False,train
11807,3hv8,False,removed
11808,3nok,False,train
11809,4led,False,train
11810,5ak2,True,train
11811,5ulp,False,train
11812,3gdt,False,train
11813,1dqx,False,train
11814,3dz2,False,train
11815,3h0v,False,train
11816,3h0w,False,train
11817,3dz4,False,train
11818,1i7c,False,train
11819,1i72,False,train
11820,3dz6,False,val
11821,3dz5,False,train
11822,1i7m,False,train
11823,1jcx,False,train
11824,3e12,False,train
11825,1rql,False,train
11826,1ssq,False,train
11827,1xap,False,train
11828,2qtt,False,train
11829,3lgs,False,train
11830,2qtg,False,train
11831,2wib,False,removed
11832,2wic,False,removed
11833,4lnw,False,train
11834,3jzb,False,train
11835,3tao,False,train
11836,4qht,False,train
11837,5bw4,False,train
11838,5d1n,False,train
11839,5da3,False,train
11840,6cz4,False,train
11841,6cz3,False,train
11842,5h2u,False,train
11843,1c3x,False,train
11844,1k2v,False,train
11845,1esz,False,train
11846,5acw,True,train
11847,5lca,False,train
11848,6dd1,False,removed
11849,5lch,False,train
11850,5lsc,False,train
11851,5lcf,False,train
11852,5le1,False,train
11853,5acx,True,train
11854,5lm6,False,train
11855,6hf5,False,train
11856,5mxr,False,train
11857,5nhz,False,train
11858,4c1d,False,train
11859,6dd0,False,removed
11860,5mxq,False,train
11861,5ni0,False,train
11862,5n4t,False,train
11863,6j8r,False,removed
11864,4pvo,False,train
11865,5mm9,False,train
11866,6o5t,False,removed
11867,5o7n,False,train
11868,4pvt,False,train
11869,5k48,False,train
11870,2yz3,False,train
11871,4c1e,False,train
11872,6jn6,False,removed
11873,5y6d,False,train
11874,5n4s,False,train
11875,6ew3,False,train
11876,5y6e,False,train
11877,5fqc,True,train
11878,3axz,False,train
11879,4mcd,False,train
11880,4mcb,False,train
11881,4mcc,False,train
11882,5jnc,False,train
11883,3f7u,False,train
11884,5ku6,False,train
11885,3f7b,False,train
11886,5jn8,False,val
11887,5jna,False,train
11888,3fw3,False,train
11889,5jn9,False,train
11890,3fal,False,train
11891,4fgz,False,train
11892,3ujc,False,train
11893,3uj9,False,train
11894,3ujd,False,train
11895,3ujb,False,train
11896,4r6x,False,train
11897,4r6w,False,train
11898,4l6t,False,train
11899,4qhc,True,train
11900,5fsx,False,removed
11901,5fsy,False,train
11902,5n55,False,train
11903,5n58,False,train
11904,5nai,False,train
11905,5xo7,False,train
11906,5z7j,False,train
11907,6det,False,removed
11908,6fdu,False,train
11909,6fdq,False,train
11910,6iht,False,removed
11911,2r58,False,train
11912,2r5a,False,train
11913,2v3u,False,train
11914,5cc2,False,train
11915,1zsb,True,val
11916,4e4a,True,train
11917,4q90,True,train
11918,5fnj,True,train
11919,4e3d,True,train
11920,4jsz,True,val
11921,4e3f,True,train
11922,4q7w,True,train
11923,4q8y,True,train
11924,4mlt,True,train
11925,5th4,True,train
11926,5thj,True,train
11927,5flt,True,train
11928,5fng,True,train
11929,5flq,True,train
11930,5ehw,True,train
11931,4q81,True,train
11932,5fls,True,train
11933,5ehv,True,val
11934,5eh8,True,train
11935,5flo,True,train
11936,4mlx,True,train
11937,5flp,True,train
11938,4jss,True,train
11939,5eh7,True,train
11940,5fni,True,train
11941,4q8x,True,train
11942,4q7v,True,train
11943,5thi,True,train
11944,2osf,True,train
11945,1avn,True,train
11946,4bcw,True,train
11947,5thn,True,train
11948,3kwa,True,val
11949,5vgy,True,train
11950,4q83,True,train
11951,5ti0,True,train
11952,4q7p,True,train
11953,2ez7,True,train
11954,4q7s,True,train
11955,5tya,True,train
11956,5u0d,True,train
11957,5u0g,True,train
11958,5wg7,True,train
11959,5gmn,True,train
11960,4q87,True,train
11961,1h4n,True,train
11962,4jsa,True,val
11963,4e3g,True,train
11964,3s76,True,train
11965,4cq0,True,train
11966,3p4v,True,train
11967,4e49,True,train
11968,5u0e,True,train
11969,5ty9,True,train
11970,5ty1,True,train
11971,2q38,True,train
11972,2x7u,True,train
11973,5eij,True,train
11974,3hkq,True,val
11975,3hkn,True,train
11976,2nng,True,train
11977,3hkt,True,train
11978,3m1k,True,train
11979,5txy,True,train
11980,5ty8,True,train
11981,6c7w,True,train
11982,5u0f,True,train
11983,3bl1,True,train
11984,6h29,True,train
11985,5wgp,True,train
11986,6hx5,True,train
11987,6cjv,True,train
11988,2h15,True,train
11989,3oil,True,train
11990,4q9y,True,train
11991,2x7s,True,train
11992,3bet,True,train
11993,5eh5,True,train
11994,6rw1,True,removed
11995,6rvl,True,removed
11996,2weh,True,train
11997,5ekh,True,train
11998,4yx4,True,val
11999,5ekj,True,train
12000,1okl,True,train
12001,6ic2,True,removed
12002,2nns,True,train
12003,6uh0,True,removed
12004,2wej,True,val
12005,6b4d,True,train
12006,6ugn,True,removed
12007,4pyx,True,train
12008,4zx1,True,train
12009,6rvf,True,removed
12010,6ugp,True,removed
12011,3oik,True,train
12012,4q6e,True,train
12013,6eea,True,train
12014,2osm,True,train
12015,6e8x,True,removed
12016,3okv,True,train
12017,2o4z,True,train
12018,6ugr,True,removed
12019,4q99,True,train
12020,4q08,True,train
12021,5ekm,True,train
12022,1xq0,True,train
12023,3oku,True,train
12024,6rvk,True,removed
12025,5nya,True,val
12026,6equ,True,train
12027,4yyt,True,train
12028,3s72,True,train
12029,2nno,True,train
12030,3r17,True,train
12031,6eeo,True,train
12032,5ny1,True,train
12033,3s78,True,train
12034,3ieo,True,train
12035,6ql1,True,removed
12036,3mho,True,train
12037,4yxi,True,train
12038,2weg,True,train
12039,6eeh,True,train
12040,1yda,True,val
12041,6ecz,True,train
12042,3sax,True,train
12043,1kwr,True,train
12044,3kig,True,train
12045,6e91,True,removed
12046,2x7t,True,train
12047,3mzc,True,train
12048,5nxi,True,train
12049,2qp6,True,train
12050,6ebe,True,train
12051,6eda,True,train
12052,3mhi,True,train
12053,4r5b,True,train
12054,3oim,True,train
12055,3m67,True,train
12056,3m40,True,val
12057,5wlt,True,train
12058,4qy3,True,train
12059,3s9t,True,train
12060,3m3x,True,train
12061,3s75,True,val
12062,6qfw,True,removed
12063,4qtl,True,train
12064,3bl0,True,train
12065,2weo,True,train
12066,4rn4,True,train
12067,3t84,True,train
12068,3t83,True,train
12069,5sz6,True,train
12070,3mhm,True,train
12071,3t82,True,train
12072,4riv,True,train
12073,6ql3,True,removed
12074,3n4b,True,train
12075,3igp,True,train
12076,4yxo,True,train
12077,4e3h,True,train
12078,5a6h,True,val
12079,5e2r,True,train
12080,3po6,True,train
12081,1ydd,True,val
12082,3ryv,True,train
12083,2wd3,True,train
12084,1xpz,True,train
12085,2fou,True,removed
12086,3p55,True,val
12087,4xe1,True,train
12088,2pov,True,train
12089,3v5g,True,train
12090,6h3q,True,removed
12091,3ffp,True,train
12092,5wex,True,train
12093,6c7x,True,train
12094,1z9y,True,train
12095,2pow,True,train
12096,3k2f,True,train
12097,3s77,True,train
12098,3cyu,True,train
12099,2hnc,True,val
12100,3m96,True,train
12101,5tfx,True,train
12102,3f8e,True,train
12103,4pyy,True,train
12104,4yxu,True,train
12105,6g3q,True,train
12106,5nxw,True,train
12107,3mhl,True,train
12108,4itp,True,train
12109,2qoa,True,train
12110,4m2w,True,train
12111,3sbh,True,train
12112,4iwz,True,train
12113,3r16,True,train
12114,4qiy,True,train
12115,3s8x,True,train
12116,3n0n,True,train
12117,4riu,True,train
12118,1zge,True,train
12119,6qfv,True,removed
12120,3mnu,True,train
12121,1ttm,True,train
12122,4q6d,True,train
12123,1cnx,True,train
12124,2aw1,True,train
12125,3m5e,True,train
12126,3mna,True,val
12127,3p5l,True,train
12128,2gd8,True,train
12129,2pou,True,val
12130,3ryy,True,train
12131,3mmf,True,train
12132,4m2v,True,train
12133,6ceh,True,train
12134,1eou,True,train
12135,3p3h,True,train
12136,5fdc,True,train
12137,6e92,True,removed
12138,6gxb,True,removed
12139,6qfu,True,removed
12140,5ny3,True,train
12141,5o07,True,train
12142,5doh,True,train
12143,5byi,True,train
12144,2nnv,True,train
12145,6q9t,True,removed
12146,1zfq,True,train
12147,3myq,True,val
12148,6ugq,False,removed
12149,2fov,True,removed
12150,3ni5,True,train
12151,3rz0,True,train
12152,6ugo,False,removed
12153,3t5u,True,train
12154,3sap,True,val
12155,3rj7,True,val
12156,3p58,True,train
12157,3ibn,True,train
12158,4ruz,True,train
12159,2hl4,True,train
12160,4q06,True,train
12161,1ze8,True,train
12162,1oq5,True,train
12163,5sz5,True,train
12164,6g6t,True,removed
12165,6qfx,True,removed
12166,1cnw,True,train
12167,6ugz,False,removed
12168,5fdi,True,train
12169,3nb5,True,train
12170,6ql2,True,removed
12171,5n25,True,train
12172,4kni,True,train
12173,2hd6,True,train
12174,3ryj,True,train
12175,3n2p,True,train
12176,3zp9,True,removed
12177,3ibl,True,train
12178,5uln,True,train
12179,3dd8,True,train
12180,1cny,True,train
12181,5ny6,True,val
12182,4ruy,True,train
12183,3rz5,True,train
12184,5e28,True,train
12185,3sbi,True,train
12186,4rux,True,train
12187,3eft,True,train
12188,4g0c,True,val
12189,1zfk,True,train
12190,3p3j,True,train
12191,3daz,True,train
12192,6b5a,True,train
12193,3dcs,True,train
12194,4knj,True,train
12195,5n1r,True,train
12196,3t85,True,train
12197,4r59,True,train
12198,3mhc,True,train
12199,5n1s,True,train
12200,5nxp,True,train
12201,3oyq,True,train
12202,3hs4,True,val
12203,4zx0,True,train
12204,4ht0,True,train
12205,3oy0,True,train
12206,4pzh,True,train
12207,4mo8,True,train
12208,3p44,True,train
12209,5e2k,True,train
12210,4m2u,True,train
12211,4rfd,True,train
12212,6gxe,True,removed
12213,3ml2,True,train
12214,3oys,True,train
12215,3dbu,True,train
12216,3vbd,True,train
12217,6b59,True,train
12218,3caj,True,train
12219,4z1j,True,train
12220,6d1l,True,train
12221,3b4f,True,train
12222,3ryx,True,train
12223,4q07,True,train
12224,3d8w,True,train
12225,2q1q,True,train
12226,4qjm,True,train
12227,4z0q,True,train
12228,4q09,True,train
12229,3rz8,True,train
12230,6d1m,True,train
12231,5amg,True,train
12232,4z1n,True,train
12233,4rfc,True,train
12234,1ydb,True,val
12235,4z1e,True,train
12236,1g4o,True,train
12237,4lp6,True,train
12238,5j8z,True,train
12239,3hku,True,train
12240,3dc3,True,val
12241,5nxo,True,train
12242,5ehe,True,train
12243,4z1k,True,train
12244,4bf6,True,val
12245,6hzx,True,removed
12246,5ll4,True,train
12247,3s74,True,train
12248,1i9q,True,train
12249,1g48,True,train
12250,1i9p,True,train
12251,1i9o,True,train
12252,5n0e,True,val
12253,5nxv,True,train
12254,2qo8,True,val
12255,1i9m,True,train
12256,5n0d,True,val
12257,3n3j,True,train
12258,1i9l,True,train
12259,4m2r,True,train
12260,6oe1,True,removed
12261,5wlv,True,train
12262,5mjn,True,train
12263,5nxg,True,train
12264,5amd,True,train
12265,3v7x,True,train
12266,3ibi,True,train
12267,5sz3,True,train
12268,3ryz,True,train
12269,4bf1,True,train
12270,1g45,True,train
12271,3s71,True,train
12272,1i9n,True,train
12273,4zwy,True,train
12274,4zwz,True,train
12275,3s73,True,train
12276,3d9z,True,train
12277,5sz2,True,train
12278,2h4n,True,val
12279,1bcd,True,train
12280,4r5a,True,train
12281,1g4j,True,train
12282,4zwx,True,train
12283,1cin,True,train
12284,3rz1,True,train
12285,1bnv,True,train
12286,1g46,True,train
12287,1g54,True,train
12288,1cim,True,train
12289,1i90,True,train
12290,1i8z,True,train
12291,5ljt,True,train
12292,5n24,True,train
12293,5sz1,True,train
12294,6oe0,True,removed
12295,1i91,True,train
12296,3dcc,True,train
12297,3rz7,True,train
12298,5drs,True,train
12299,3dd0,True,train
12300,3dcw,True,train
12301,5ljq,True,train
12302,5e2s,True,train
12303,1g53,True,train
12304,1bnw,True,train
12305,5sz0,True,val
12306,3ibu,True,train
12307,6odz,True,removed
12308,5aml,True,val
12309,2f14,True,train
12310,6pgx,True,removed
12311,1kwq,True,train
12312,6h33,True,train
12313,6h34,True,train
12314,6h2z,True,train
12315,1bn4,True,train
12316,1bn1,True,train
12317,6got,True,train
12318,6bc9,True,train
12319,1cil,True,train
12320,1g1d,True,train
12321,1bnq,True,train
12322,2hoc,True,train
12323,5llc,True,train
12324,1g52,True,train
12325,1if8,True,train
12326,5sz4,True,val
12327,5sz7,True,train
12328,1bnu,True,train
12329,1bnt,True,train
12330,6bbs,True,train
12331,1a42,True,train
12332,1bn3,True,train
12333,1bnm,True,train
12334,1bnn,True,train
12335,3c7p,True,train
12336,5llh,True,train
12337,4ww6,True,train
12338,5lle,True,train
12339,5nea,True,train
12340,1if7,True,train
12341,5nee,True,train
12342,5llg,True,train
12343,3d27,False,train
12344,2gg8,False,val
12345,2ggb,False,train
12346,2p9a,False,train
12347,4pnc,False,train
12348,2gg9,False,train
12349,2bb7,False,train
12350,4a6v,False,train
12351,4a6w,False,train
12352,2gg7,False,train
12353,2gg0,False,train
12354,2q95,False,train
12355,2q96,False,train
12356,2p99,False,train
12357,2q92,False,train
12358,2evm,False,train
12359,2p98,False,train
12360,2gg3,False,train
12361,2q93,False,train
12362,1yvm,False,train
12363,2q94,False,train
12364,2evc,False,train
12365,2gg5,False,train
12366,2gg2,False,train
12367,1xnz,False,train
12368,2evo,False,train
12369,6mxe,False,train
12370,6dxg,False,train
12371,6mx3,False,train
12372,4emt,False,train
12373,4ef4,False,train
12374,4f5y,False,train
12375,4qxo,False,train
12376,4f9g,False,train
12377,4qxq,False,train
12378,6dxl,False,train
12379,4qxr,False,train
12380,4loi,False,removed
12381,4loh,False,removed
12382,4ksy,False,removed
12383,1f4e,False,train
12384,1f4f,False,train
12385,6nnr,False,removed
12386,4lrr,False,train
12387,1jg0,False,train
12388,1tys,False,train
12389,2kce,False,train
12390,1f4g,False,train
12391,1jut,False,train
12392,1jtq,False,val
12393,5ot9,False,train
12394,5ito,False,train
12395,5ot8,False,train
12396,4pp0,False,train
12397,5otc,False,train
12398,5itp,False,train
12399,4pox,False,train
